promotion_id,description,description_en,bad
1NWLBlukPvI7j4EFbORzbv5Y630GGM,"เกี๊ยวซ่าอกไก่ สูตรดังเดิม พร้อมน้ำจิ้มรสเด็ด


ชุดละ 7ชิ้น 69฿ เหลือ 50฿ เท่านั่น


","Chicken breast gyoza, same recipe with delicious dipping sauce.


Each set of 7 pieces 69฿, only 50฿ left.


",0
1NWLBOVtEF4F7JRVps6wPDnQgmcocm,"ห้องอาหารญี่ปุ่นคิสโสะ ขอนำเสนอเมนูใหม่ ""บุฟเฟ่ต์อาหารญี่ปุ่นตามสั่งวันอาทิตย์"" ราคาท่านละ 2,100 บาทถ้วน รวมเครื่องดื่มซูชิ สปาร์คกลิ้ง 1 แก้ว และ ชาเขียวร้อนและเย็น 


ทุกวันอาทิตย์ตั้งแต่ เวลา 12:00 - 14:30 น


.*สมาชิกสตาร์วูดพรีเฟอร์เกสต์และจองชำระผ่านออนไลน์สโตร์รับส่วนลดค่าอาหาร 15%


*สำหรับผู้ที่ไม่ใช่สมาชิกรับส่วนลด 20 % เช่นกันนะคะ


 หมายเหตุ สำหรับสมาชิกคลับแมริออท กรุณาแสดงบัตรสมาชิกคลับแมริออทก่อนใช้สิทธิพิเศษทุกครั้ง","Kisso Japanese Restaurant We would like to present a new menu. ""Sunday Japanese a la carte buffet"" priced at 2,100 baht per person, including a sushi drink, a glass of sparkling, and hot and cold green tea.


Every Sunday from 12:00 - 14:30


.*Starwood Preferred Guest members and booking through the online store receive a 15% discount on food.


*For those who are not members, receive a 20% discount as well.


 Note for Club Marriott members Please present your Club Marriott membership card before using special privileges every time.",0
1NWLCKjgwlqTDePV4Uu49qDih4W0oc,เมนูใหม่ของทางร้านครับ,New menu of the shop.,1
1NWLCXyuaBq1aykE3KgX0ulexmgs8u,"เค้กนมสด ใหม่สดทุกวัน


เค้กส้มสด


เค้กใบเตยแท้


เค้กสตรอเบอรี่


เค้กวนิลา เค้กกาแฟ เค้กชอคโกแลต (มีทั้งแบบธรรมดา และเคลือบแข็ง)





มีบริการเครื่องดื่มร้อนเย็น นมสด กาแฟ ไอศครีม","Fresh milk cake, fresh every day


Fresh Orange Cake


Real Pandan Cake


Strawberry Cake


Vanilla cake, coffee cake, chocolate cake (both normal and hard coating)





Hot and cold drinks, fresh milk, coffee, and ice cream are available.",1
1NWLC7JxSB5nE39ne99NhTkdhAffH2,,,1
1NWLB79hC7C4FmgATiaKe61DVhnA2L,,,0
1NWLAkbgCWuwcZ6VlxiXtA6EKOYIVm,กรอบอร่อยไม่เหมือนใคร,Crispy and delicious like no other,1
1NWLBAoq5DExY7wS925u4M9u4s7sf2,ข้าวหมูตุ๋น,Stewed pork on rice,1
1NWLCWOSbroGS82wnKlHFoUMRt9Jsi,Photo cake สั่งจองล่วงหน้า 1 วัน,"Photo cake, order 1 day in advance.",1
1NWLCAIpsEybYgrSWE7bO1ifILBFcu,โปรโมชั่น  แชร์ check-in ลด 50บาทต่อท่าน สำหรับวันเสาร์- อาทิตย์เท่านั้นน้า,"Promotion: Share check-in, discount 50 baht per person, for Saturday-Sunday only.",0
1NWLCxzGAA0DMx6NqD2YPJEVucxMuN,,,1
1NWLD3rk3yn7vSohAAr0IqG3XzQd9o,เคาน์เตอร์ นั่งดมเม็ดกาแฟไป คุยกับเจ้าของร้านไป ได้ความรู้เพิ่ม อิอิ,"At the counter, sit and smell the coffee beans. Talk to the shop owner. Got more knowledge. Haha.",1
1NWLAZSpxIhgjNBs8M5bKe817B2GOd,,,1
1NWLBEvgYOp7Ky7NrslTSv5AZ5DJK4,,,1
1NWLBVtGx6MtTg7vjY5gxC3Glckjfx,,,0
1NWLD3rXHNFqNrm50ALe4D1dpXJEv3,กาแฟป่าแป๋ ลำพูน คาปูชิโน่เย็น นมๆ กลมกล่อม,"Pa Pae Coffee, Lamphun, iced cappuccino, milky, mellow",1
1NWLCWPXvo2vqACtJbJXJg3Pub0UkR,Delivery now available by LINEMAN,Delivery now available by LINEMAN,1
1NWLCIiniNU7i81OKWAoGTONr6Gqti,กินไม่อิ่มเติมข้าวฟรี,"Can't eat enough, add free rice",1
1NWLCrEkXiZtS9RkrVdGMhZnQD0738,"1แถม1 


14:00-17:00 ทุกวัน","Buy 1 get 1 free


14:00-17:00 every day",0
1NWLB79v0wlgL110RH4pkLGgaC0ed3,,,0
1NWLBdBlsGpWkil9o3WU9IriASXvqB,จัดงานวันเกิดที่ร้านรับเค้กอร่อยๆไปทานฟรีๆเลย,Host a birthday party at the restaurant and receive delicious cake to eat for free.,1
1NWLBnkj0qo5Fs3sW9vKcGcD3uCXGe,บริการห่วยแตก แย่มาก ให้ลูกค้าหาโต๊ะเอง ไปยืนรอโต๊ะเอง มารอเป็นชั่วโมง มา 5 คน  แต่โต๊ะ มีแค่นั่ง4 คน นอกจากไม่ยอมต่อโต๊ะให้  แถมลัดคิว ให้คนที่มา4 คน แย่มาก ไม่เคยเจอร้านที่ทำแบบนี้กับลูกค้า,"Terrible, terrible service, letting customers find their own table. Go stand and wait for a table yourself. We waited for an hour, there were 5 people, but there were only 4 people at the table. In addition to refusing to transfer the table, we cut the queue for the 4 people who came. Very bad. I've never encountered a restaurant that does this to customers.",1
1NWLArIteMuzO7oGN1wFfbKEfWwY1h,,,1
1NWLCfJqFQcq7YT9P7a67LRPUGpT8I,อร่อยเน้นๆ กับรสชาติสไตล์ โอกินาว่า ยากิโซบะ,Delicious with the flavor of Okinawan Yakisoba style.,1
1NWLCTpids653IeMEJM5mZI9g7B134,เมนูข้าว ทุกเมนู + 20 บาท รับทันที ซุปมิโซะ+อิตาเลี่ยนโซดา,"Every rice menu + 20 baht, receive miso soup + Italian soda immediately.",0
1NWLDAEKVyyvIYgVfQKXwhh1fJu4hb,"ซื้อ 1 แถม 1 !!!!! Shrimp Snow Ball 


ปกติราคา 69 บาท 


จ่ายเท่าเดิม แต่อิ่มได้แบบดับเบิล","Buy 1 get 1 free !!!!! Shrimp Snow Ball


Normal price 69 baht


Pay the same amount but get double fullness.",0
1NWLCCyPoggUjSFCFU6L7FwSuXgofv,U Beer 3ขวด 219 บาท,U Beer 3 bottles 219 baht,1
1NWLAWtB3TIjqznksvX1ypViNtfEIa,,,1
1NWLBvuzmjZ3eNoayfUcK8SMjB3RJO,"Happy Hour - 5:00-7:30 pm Tues- Sunday. 50% off wine and liquor, 75 baht Singha and Asahi, 200 baht craft beer of the day.","Happy Hour - 5:00-7:30 pm Tues- Sunday. 50% off wine and liquor, 75 baht Singha and Asahi, 200 baht craft beer of the day.",1
1NWLCoPiCpTAJlRMMa34vqCugufDAJ,"🔎 ชื่อร้าน : ร้านเมามายด์ เวียงป่าเป้า







🍴 เมนู : หมูกระทะ & หมูจุ่ม & ส้มตำ &เมนูยำ & หอยแครงลวกจิ้ม ฯลฯ







😋 รสชาติ : หมูจุ่ม เนื้อนุ่ม เสิร์ฟมาพร้อมชุดผักสด วุ้นเส้น และเห็ดเข็มทอง น้ำซุปหวานกลมกล่อม







💵 ราคา : เริ่มต้น 150฿ - 200 ฿







💁🏻‍♀️ บริการ : รวดเร็ว เป็นกันเอง มีการแนะนำเมนู







🏜️ บรรยากาศ : ตัวร้านโล่ง โปร่ง ให้บรรยากาศสบายๆ ในการทานอาหารกับครอบครัว หรือกลุ่มเพื่อน







📍 ที่ตั้ง&การเดินทาง : ข้างร้านผึ้งน้อยเวียงป่าเป้า / ตรงข้ามตลาดคลองถมวันพุธ","🔎 Shop name: Drunken Mind Wiang Pa Pao Shop







🍴 Menu: Grilled pork & Pork dip & Papaya salad & Salad menu & Boiled cockles with dipping sauce, etc.







😋 Flavor: Pork dip, soft texture, served with fresh vegetables, glass noodles, and golden needle mushrooms. Mellow sweet soup







💵 Price: starting at 150฿ - 200 ฿







💁🏻‍♀️ Service: fast, friendly, with menu recommendations.







🏜️ Atmosphere: The shop is open and airy, giving a comfortable atmosphere. In eating with family or group of friends







📍 Location & Transportation: Next to Phueng Noi Wiang Pa Pao Shop / Opposite Khlong Thom Wednesday Market",1
1NWLCkyzVdIHDpFX1MSghfsRJ5XD38,,,1
1NWLAA1RIjHDcyeV2gItaYldgeBiKV,อาหารชุด บี ราคา 299 บาท จากราคา 340 บาท เหมาะสำหรับ 2-3 ท่าน,"Set Meal B is priced at 299 baht from 340 baht, suitable for 2-3 people.",0
1NWLC1rqzvi34tsvxo8ZqMv1Dlw0ph,1แถม1,Buy 1 get 1 free,0
1NWLB5TTRQrFLxUG9WnzgKlTDfbLwU,"เล้งแซ่บXXL แถมข้าวไข่เจียว 2 ที่ไปเลยคะ


","Spicy Leng XXL and 2 servings of omelet rice included.


",1
1NWLACm6gAMYm1cgeDxnji3yDfJ9ux,ไอศกรีมโคนซื้อผ่าน rabbit line pay เหลือบาทเดียวเองจ้า (ปกติ10บาท),"Ice cream cone bought through rabbit line pay, only one baht left (usually 10 baht)",0
1NWLBCjQLv542bn6dJTYtBLvyY0QmP,วันนี้ที่ร้านเจ้บางอาหารอีสาน ขายไก่ย่างร้อนๆ,"Today at Jae Bang restaurant, Isaan food Hot grilled chicken for sale",1
1NWLCMwlVH1MMyvDhXEhXDWLnj1qaX,,,0
1NWLCdPPqtQfVI7MaUq8EaO5eZIPtc,เพียงมาที่ร้าน กดlike&share รับไปเลย นมอัดเม็ดอร่อยมาก,"Just come to the shop, press like&share and get the very delicious milk tablets.",0
1NWLCRXZMQpNJjb1pzXBK2Odiv4aWt," จ่าย ด้วยเงินสด ลดให้ 10% 



*** จ่ายสด ลด 10% 



**ยกเว้น อาหารเซต เป๋าฮื้อ ตับห่าน เนื้อวากิว ไม่ได้ร่วมรายการน้าาา"," Pay with cash and get a 10% discount.



*** Pay cash, get 10% discount



**Except for set meals, abalone, foie gras, and Wagyu beef are not included in the program.",0
1NWLDCvsJiYteFY21nHlJ2A81OFbUx,"ฮานอย พรีเมียม 5.1% สไตล์ Pale Lager อันดับ 1 จากเวียดนาม 


อาฟเตอร์เทสต์ที่นุ่ม กลิ่นหอมธัญพืช  และหอมละมุนกลิ่นน้ำผึ้งบางๆ 





==20% off/bottle==WoW","Hanoi Premium 5.1% Pale Lager style, number 1 from Vietnam


Soft aftertaste grain aroma and has a faint honey scent.





==20% off/bottle==WoW",1
1NWLCOf8ICN5fmiyKMzoE3bW8IW771,ทานฟรี!!!  เมนูรวมหัวกันตุ๋น  ทานหมดภายในเวลา 03:33 นาที (สามนาที่สามสิบสามวินาที) ทานฟรีไปเลย (แต่ทานไม่หมดภายในเวลาที่กำหนด ลด 10% ) (หนึ่งท่านต่อหนึ่งชาม),"Eat for free!!! Stewed together menu Eat it all within 3:33 minutes (three minutes and thirty-three seconds) and eat it for free (but if you don't eat it all within the time limit, you'll get a 10% discount) (one person per bowl)",0
1NWLB44JJ0pPT2QfUMUDcyIFHoG9d8,"ร้านเรามีโปรโมชั่น


ถ้าลูกค้านำแก้วเย็นขนาด 20 ออนซ์มารับส่วนลดทันที 5 บาท","Our shop has promotions.


If customers bring a 20 ounce cold glass, they will receive an immediate discount of 5 baht.",0
1NWLCMFJKDVTkAvZsW9JCFKBf4a7iz,"Copper Buffet


🌧🌦#Save1080Baht🌩🌩#พูดให้เยอะๆจะได้เจ็บคอ #เพราะมันคุ้มที่สุดบัตรสมาชิกสุดคุ้มค่า ตลอดกันยายนนี้!


#ที่สุดความคุ้มค่าและที่สุดของปีเราจัดมาให้


#สมาชิกcopperbuffetเท่านั้น!





🗼โปรโมชั่นสุดลิมิเต็ดเพื่อสมาชิก💳 


ตลอดเดือนกันยายนนี้ เอนจอยได้


เต็มที่ ได้ท่านละ2เมนูโปรโมชั่นพิเศษสุดคุ้ม 


#มา6คนรับเมนูพิเศษมูลค่ารวม6480บาท





สำหรับผู้ถือบัตรสมาชิกคอปเปอร์ เท่านั้น เดือนเดียวเท่านั้น ที่สำคัญสมัครสมาชิกแล้วรับสิทธิโปรโมชั่นได้เลยทันที!





💳เพียงโชว์บัตรสมาชิก รับไปเลยคนละ 2 เมนูสุดพรีเมี่ยม #รวมมูลค่าคนละ1080บาทฟรี! ""





-🦆 French Foie Gras 


จากฝรั่งเศสมูลค่าจานละ 490.-





-🐟 Maguro Steak


with Lemon butter sauce .มูลค่าจานละ 590.-





⛔ เงื่อนไข


- ใช้คูปองจากline@ทุกท่านก่อนใช้บริการ


- โปรโมชั่นสำหรับผู้ถือบัตรสมาชิกเท่านั้น!!


- บัตรสมาชิก 1 ใบ จำกัดสิทธิ์ 6 ท่าน


- ไม่สามารถแลกเปลี่ยนเมนูได้ทุกกรณี!!


- ราคาผู้ใหญ่และทานในร้านเท่านั้น


- ไม่สามารถใช้ร่วมกับส่วนลดได้!!","Copper Buffet


🌧🌦#Save1080Baht🌩🌩#Speak a lot or your throat will hurt. #Because it's the best value, the membership card is the best value. Throughout September!


#The best value and the best of the year we have provided.


#copperbuffet members only!





🗼Super limited promotion for members💳


Throughout this month of September, you can enjoy


Fully loaded, get 2 menus per person, special promotion, great value.


#Come 6 people and receive a special menu worth a total of 6480 baht.





For Copper membership card holders only, one month only. Most importantly, apply for membership and receive promotional rights immediately!





💳Just show your membership card and receive 2 premium menus per person. #Total value 1080 baht per person free! ""





-🦆 French Foie Gras


From France worth 490.- per plate.





-🐟 Maguro Steak


with Lemon butter sauce .worth 590.- per plate





⛔ Conditions


- Use coupons from line@ everyone before using the service.


- Promotion for membership card holders only!!


- 1 membership card, limited to 6 people.


- Menus cannot be exchanged in any case!!


- Adult price and dine-in only.


- Cannot be used in conjunction with discounts!!",0
1NWLC9RMSY3Ax0mpUEjNtsxCC67W7k,มีเมนูให้เลือกค่าาา,There is a menu to choose from.,1
1NWLCWkt6oUwhrygZ1ryj3xrOLPAO9,,,1
1NWLAvYXLoSeUvpsE9RoHdYtMTjv53,"ปลาตัวใหญ่มากคร้า น้ำก็ใส


","The fish were very big and the water was clear.


",1
1NWLDA4Q5qM1XkHUZB7RHlhLlb5kiZ,"เต้าฮวยนมสด กระปุกละ 10 บ.  


โปรฯ  ซื้อ 12 กระปุก 100 บ. เท่านั้น","Fresh milk tofu, 10 baht per jar.


Promotion: buy 12 jars for 100 baht only.",0
1NWLAA245XMR5tgGSUnyNsuGknToS9,ลดทุกวัน จันทร์-อาทิตย์,"Discount every day, Monday-Sunday",0
1NWLBps3nnIGSNnzNYAvicDyurMgtD,,,1
1NWLCJ2glBVDB6FehEh2i8GFiSaaVM,หอยนางรมสดจากสุราษฏร์ธานี 4ตัว ชุดละ 350บาท,"Fresh oysters from Surat Thani, 4 pieces, 350 baht per set.",1
1NWLCFg39wBpdJx9bxVm5TK0qcc5f0,,,1
1NWLAewjTFo8LmDhhcO9ucr9TEGhui,,,1
1NWLAqxLB4hEvMQydRk7LImUHAgeDF,"Yummy!!


","Yummy!!


",1
1NWLCG7pyDnmz9RTfVqsIQazuVnEbC,สั่งชุดซุปเปอร์ หรือจัมโบ้ ได้สแตมคูปองสระสม ครบ10 ครั้งทานฟรี ชามซุปเปอร์หรือจัมโบ้,Order a Super or Jumbo set and get a stamp coupon for a free Super or Jumbo bowl. Every 10 times you get a free Super or Jumbo bowl.,1
1NWLB2DzYWZBfNlrbhRWPlxCPVifFo,"12 สิงหาคม 2561 นี้ ลุ้นรางวัลกินฟรียกโต๊ะ และทานครบ 1,000 บาท รับร่มฟรี 1 คัน



","This 12 August 2018, get a chance to win free food for the whole table and eat 1,000 baht and receive 1 free umbrella.



",0
1NWLBnppW0bLO3ZLpK3ww9SpFb0QyJ,เกี๋ยวน้ำต้มยำน้ำใส,Clear Tom Yum Noodle Soup,1
1NWLAoQ9resFKUG4caWQO6D3Eh5FhG,สำหรับวันเกิดลูกค้าค่ะ,For a customer's birthday,1
1NWLBCGuCMQQ1fEphSNO5xWhPbapVI,,,1
1NWLC4FdEFMXjvltbdz2zg6Emo6DU4,"เราให้บริการ จัดข้าวหมกกล่องสำหรับงานเลี้ยง



งานประชุมสัมมนาต่างๆ



สอบถามสายตรงที่ 062 707 7339 บังบี","We provide boxed biryani for parties.



Various conferences and seminars



Inquire directly at 062 707 7339 Bang Bee",1
1NWLDIMO2MCZvHfYgHcRfnwslCcNur,"โปรโมชั่นซื้อ 2 แถม 1 วันอังคาร-พุธ-พฤหัส


ช่วงเช้า 7.30-10.00 สำหรับพนักงานบริษัท ข้าราชการรัฐวิสาหกิจ ช่วงเย็น 16.00-18.30 สำหรับนักเรียน/นักศึกษา","Promotion buy 2 get 1 free Tuesday-Wednesday-Thursday.


Morning session 7.30-10.00 for company employees State enterprise civil servants, evening 16.00-18.30 for students.",0
1NWLCt4lSDITi4INycwQdev8yP5KD4,,,1
1NWLB51jRoYWaC1zcCnuKPcW8VmUdk,ติดถนนสายหลัก แม่ริม เชียงใหม่.,"Next to the main road, Mae Rim, Chiang Mai.",1
1NWLAFiLXeuORrDRfW8hKmLtHUgqbP,10กล่องแถมกระเพราะ1กล่องคะ,10 boxes get 1 box of coconut milk free.,0
1NWLAV5ZrdVfUFglhG3ZjPYoLcpD9G,"ต้อนรับวันแม่ 2018 


พบกัน 12 สิงหาคม นี้","Welcome Mother's Day 2018


See you on 12 August.",1
1NWLDFWTKoTJHxaRNo1xaAm8G3nbbQ,,,0
1NWLAZSFFZuIJXTk3yDViZdGSAbWZq,,,1
1NWLD14pIBuu5kY7hxsMer7xauA1Mj,มาครั้งแรก ประทับใจมากครับ บรรยายในร้านเย็นสบาย กาแฟ คาเฟ่ ลาเต้ หอม เข้ม หวาน กำลังพอดี  ที่ชอบสุดๆคือการตกแต่งร้านได้ดีที่เดียว สร้างด้วยไม้ภายในร้านและนอกร้าน  🤘🏼😎,"First time coming, very impressed. The description of the shop is cool and comfortable. The coffee, cafe, and latte are fragrant, strong, sweet, and just the right amount. What I really like is how well decorated the shop is. Built with wood inside and outside the shop 🤘🏼😎",1
1NWLAPZWswESD6CKXFfXhvILHFdcZV,,,1
1NWLCbkwAB20n849aP5gXUaaS8uvPk,โปรโมชั่น วันเกิด ลดทัน ที 10%,Birthday promotion: immediate discount of 10%,0
1NWLC1dg4qdWXHyaFAFrHmIlilRvGH,ลูกค้าทรู ใช้ 199 Point แลกฟรี เฟตินี่ข้าวซอยไก่กรอบ ปกติ 119.-,"True customers use 199 points to exchange for free Fetini Khao Soi with Crispy Chicken, normally 119.-",0
1NWLBkcVOVYq0y8JIcVtbDrExL2SiZ,เทส,Test,0
1NWLCD6kN8IZRnVvyGzIPxYYrilgDK,พิเศษ!! เช็คอินและรีวิวความประทับใจในวงใน รับส่วนลด 10% ทันที,special!! Check in and review your insider impressions and receive a 10% discount immediately.,1
1NWLBReo5OhfODU0JnkeGnrhzcOAbj,"โปรโมชั่น เดือน สิงหาคม 


เพียงแค่ กด Like Page FB ร้าน Jed Yod Steak House และ กด Check in ที่ร้าน (เปิดสถานะเป็น สาธารณะ ด้วยนะ) รับไปเลยมันบดฟรี!!","Promotion for August


Just press Like on the FB page of Jed Yod Steak House and press Check in at the shop (open your status to public as well) and receive mashed potatoes for free!!",0
1NWLDFNUk30JfEEtBgrfQnNkMH3oGd,ซื้อ3โล ขึ้นไป คิด ราคา ก.ก 100 บาทค่ะ,Buy 3 kilos or more and charge a price of 100 baht per kg.,0
1NWLDB5eohWfEB11bTT91xAfVFj74E,เช็คอินลด5บาท,Check-in discount 5 baht,0
1NWLAniehiP2inGcgFCLbRP2dx7iJd,,,1
1NWLAnSrH2ot3EmkXUZspU1BQFPD0d,,,1
1NWLCMJrQuNx7loamwJTIRyecJu47K,เครื่องดื่ม,drink,0
1NWLAaYOM7OOFUR11S22k7TU36eXpi,,,0
1NWLCcrPEXkKUBgwzxeeNCpGabyibM,สั่งปลากะพงทอดน้ำปลา รับฟรี ส้มตำไทย 1 ที่ฟรี,Order fried sea bass with fish sauce and get 1 free Thai papaya salad.,0
1NWLC6toyG8UpExNStYMp5eokFGKJv,ชุดจับคู่สุดคุ้ม ตั้งแต่ส.ค. - ก.ย.,Great value matching set from August - September.,0
1NWLCszogG60wtcqX1wUDnWB4F3f8T,Acai bowl with fresh fruit,Acai bowl with fresh fruit,1
1NWLDDxH2dtKfP60IOj9YEWjRdySXT,"โปรโมชั่นดีๆ ฟรี 2 ต่อ เมื่อสั่งอาหารกลับบ้านผ่าน APP LINEMAN 





ต่อที่ 1 : เมื่อสั่งเมนู ""เมี่ยงปลาทับทิมเผา"" 


รับฟรีส้มตำไทย 1 ที่





ต่อที่ 2 : เมื่อสั่งอาหารกลับบ้านมูลค่า 500฿ ขึ้นไป  รับฟรีค่าส่ง 100฿","Good promotion, free 2 times when ordering takeout food through the APP LINEMAN





Step 1: When ordering the menu ""Pa Miang Pla Tubtim""


Get 1 free Thai Somtam.





Privilege 2: When you order takeout food valued at 500฿ or more, receive free delivery fee of 100฿.",0
1NWLBjtMOnrAUoGEKmYD3Vsplqm26q,เวลาที่รอคอยมาถึงแล้ว ซูซิเนื้อวากิว เนื้อคำโตๆ ราคาเพียง 150 บาท สเต็กเนื้อวากิว ชิ้นใหญ่ๆ ราคา 800 บาท อิ่มสะใจ ถูกใจคนรักเนื้อ.....,"The time you've been waiting for has arrived. Wagyu beef sushi, big bites, price only 150 baht, large pieces of Wagyu beef steak, price 800 baht, very filling, satisfying for meat lovers.....",1
1NWLCk9MaW2SxFbXGqekJgpkZjKgcW,"เอาละโว๊ยยยยย 🥓🥦



โคขุนA3 🐮 จานละ 88 ฿ มีอยู่จริง







🌸 ถูกกว่านี้ก็ โปรหมู&เนื้อ 1 แถม 1 😱



""ตลอดทั้งเดือน กันยายน และ ตุลาคม","Let's go 🥓🥦



Ko Khun A3 🐮 88 ฿ per plate, it really exists.







🌸 Cheaper than this is the pork & beef promotion buy 1 get 1 free 😱



""Throughout September and October",0
1NWLBAof422JZm0MGyt8B6KYhOwpIa,ของอร่อยที่คุณไม่ควรพลาด,Delicious food that you shouldn't miss.,1
1NWLCOxmtkTSpLawyyoG0smqosRFKf,"Line@ คูปองดีงาม ลด 15 บาท เครื่องดื่ม Hershey’s เมนูใดก็ได้



กินแล้วหายเครียด ยิ่งลดไปอีก ก็ฟินเพิ่มขึ้นไปอี๊กกกกก



#ชีวิตไม่โอเคเฟรปเป้ช่วยได้







ใครยังไม่ได้เป็นเพื่อนกับเราก็แอดมาซะที่ @coffeeworldth (มี @ ด้วย) กดเข้าไปที่ e-coupon แล้วแสดงให้พนักงานของเราได้เลย 







*1 ไลน์ ไอดี ต่อ 1 สิทธิ์



*สาขาที่ไม่ร่วมรายการแจ้งไว้ใน e-coupon 



*หมดเขต 30 กันยายน ​2561 



","Line@ good coupon, 15 baht discount on any Hershey's drink menu.



Eat and feel relieved. The more you reduce it, the more you feel satisfied.



#Life is not okay, Frappe can help.







If anyone isn't friends with us yet, add them here. @coffeeworldth (with @ as well) Press to enter the e-coupon and show it to our staff.







*1 Line ID per 1 right



*Branches not participating in the program are listed in the e-coupon.



*Deadline 30 September 2018



",0
1NWLCYzRLwUO8xRaTjIJKVdXhWcNJ5,ถ้าอยากชิมของอร่อยต้องมาชิมที่เอสพละนาด,"If you want to taste delicious food, you must try it at Esplanade.",1
1NWLClshQI0K5DZcKnduqtK23IPcM8,,,1
1NWLA7fXswKDbt7rzyCC2cT6vbef1I,พิเศษสำหรับสมาชิก Wongnai เพียงโชว์ รีวิวนี้ บนแอพ Wongnai รับส่วนลด 30% ไม่รวมเครื่องดื่ม (ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นๆได้),"Special for Wongnai members, just show this review on the Wongnai app and receive a 30% discount, excluding drinks. (Cannot be used in conjunction with other promotions)",0
1NWLC7R7Cr3XqUhOsqS50Ds9KaWfDv,"ซื้อ 1 แถม 1 ฟรี 


อุจิมัทฉะ ดังโงะ


**เฉพาะสาขาเซนทรัลลาดพร้าว**","Buy 1 get 1 free


Uji Matcha Dango


**Only Central Ladprao branch**",0
1NWLBInTdAZFyHDx43toTKc6hA2J3m,"พายหมูแดง อบสดใหม่ทุกวัน มาลิ้มลองความอร่อยได้ที่             



 โฮ เหม่งจ๋าย



โปรติ๋มซำ 🥢



จันทร์ -ศุกร์ ลด 50%



เสาร์ - อาทิตย์ ลด 30%



***วันหยุดนักขัตฤกษ์ ราคาเต็ม



11.00 - 14.30



สอบถาม หรือ สำรองโต้ะ 



ได้ที่ ☎️ 02-9347723","Red Pork Pie baked fresh every day. Come try the deliciousness at



 Ho Mengjai



Dim sum promotion 🥢



Monday - Friday 50% off



Saturday - Sunday 30% off



***Public holidays full price



11.00 - 14.30



Inquire or reserve a table



Available at ☎️ 02-9347723",0
1NWLB1hAdKenlddsULyo7mrSVSj4Nx,ทานมื้อเย็นที่ร้านแล้วถ่ายรูปเช็คอิน รับส่วนลด 10%,Eat dinner at the restaurant and take a photo at check-in to receive a 10% discount.,0
1NWLCfF38f86xVwwdHD8rb1J5csuor,,,0
1NWLCMaIGeBIKJlq1JdkRsSNEyQ1W3,ตำแตงก้อมา# อร่อยจนต้องเบิ้ลต่อ#โทรสั่งได้0649649363,Watermelon salad is also here# So delicious that you have to double it#Call to order 0649649363,1
1NWLCA1lFsS7DkRYsHMu76jEwGiTCo,"ลูกค้าสายจุ่ม สายบุฟเฟต์ เตรียมพบกับ 🍲 #หมูจุ่มคอนโดเช็คอินหน้าร้านพุงโตสเต็กหนองหอย หมุจุ่มบุฟเฟต์เพียงท่านละ 139บาท 🎇 ฟรี !! เครื่องดื่ม ... เริ่มวันที่ 5 กันยายนนี้







พิเศษสุด 🎇🎇



ต่อที่ 1 : เช็คอินหรือแอดไลน์ลดทันทีท่านละ 10 บาท



ต่อที่ 2 : ลูกค้ามา 4 คนขึ้นไปรับฟรีชีสยืด 1 ถ้วย ตลอดเดือนกันยายนนี้







🐖 พุงโตสเต็ก 🇹🇭 ️😍 🇹🇭️



🕙 11.00-23.00 น. ทุกวัน



📌 เยื้องกับธนาคารทหารไทยสาขาหนองหอย ติดคาร์แคร์



📱 จองโต๊ะและสั่งอาหาร 098-9099874 และ 089-4331812



🎉 ติดตามโปรโมชั่นได้ที่ 



✅ Line@ : @Phungtosteak



✅ Page : Phungtosteak







#พุงโตสเต็ก #สเต็กหนองหอย #นึกถึงความอร่อยนึกถึงพุงโตสเต็ก #สเต็กสำหรับทุกคน #อร่อยเชียงใหม่ #กูรูเชียงใหม่ #น้าอ้วนชวนหิว #สเต็ก49บาท #ซอสพริกไทยดำ #สอนทำสเต็ก #PhungtoSteak #Steak #NongHoi #delicious #aroichiangmai #gooroochiangmai #hungryfatguy #49baht #blackpeppersauce #steakcoach","Customers who like to dip and buffet, get ready to meet 🍲 #MooJumCondo. Check in in front of Pung To Steak Nong Hoi shop. Pork dip buffet only 139 baht per person 🎇 Free!! Drinks ... starting September 5th







Very special 🎇🎇



Privilege 1: Check in or add Line and receive an immediate discount of 10 baht per person.



2nd offer: Customers who come 4 or more receive 1 free cup of stretched cheese throughout September.







🐖 Big belly steak 🇹🇭 ️😍 🇹🇭️



🕙 11.00-23.00 hrs. every day.



📌 Opposite the Thai Military Bank, Nong Hoi branch, next to Car Care.



📱 Reserve a table and order food 098-9099874 and 089-4331812



🎉 Follow the promotion at



✅ Line@ : @Phungtosteak



✅ Page : Phungtosteak







#Big belly steak #Nong Hoi steak #Think of deliciousness, think of big belly steak. #Steak for everyone #Delicious Chiang Mai #Chiang Mai guru #Aunt Fat invites you to be hungry #steak 49 baht #black pepper sauce #teaching how to make steak #PhungtoSteak #Steak #NongHoi #delicious #aroichiangmai #gooroochiangmai #hungryfatguy #49baht #blackpeppersauce #steakcoach",0
